Text Command,Topic,Identifier,Action,One Hot Encoded Topic,One Hot Encoded Action,Verb/Noun
ascribe Direct marketing on target,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing tax is in progress,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
design Direct marketing was complete,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
see Direct marketing is on track,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
put blocked to task Direct marketing,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Direct marketing project on lead,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
in review chore Direct marketing,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign in review to Direct marketing task,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",assign
create Direct marketing plan,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
create new Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",create
delegate on target to Direct marketing project,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
there is a trouble with task Direct marketing,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Direct marketing project is back on cover,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
at jeopardy project Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Direct marketing at jeopardy,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Direct marketing plan on schedule,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
ascribe in review to Direct marketing task,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
project Direct marketing on cross,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
begin on Direct marketing task,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign Direct marketing project on target,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",assign
designate in review to Direct marketing task,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
realized project Direct marketing,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
task Direct marketing recap,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign in review to Direct marketing,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",assign
see Direct marketing is at risk,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Direct marketing is back on lead,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign in review to Direct marketing chore,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign danger to Direct marketing see,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
part on Direct marketing task,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
task Direct marketing was realized,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
project Direct marketing is on cross,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing task obstructed,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
put danger to Direct marketing,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
Direct marketing is in progression,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
strike Direct marketing to completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
at risk cast Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create green project called Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
designate at risk to Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign project Direct marketing in review,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
blocked labor Direct marketing,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Direct marketing is in follow-up,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
delegate project Direct marketing at risk,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
plan Direct marketing is in danger,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
on target project Direct marketing,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",on target
Direct marketing job is in progress,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
at adventure project Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
start project Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create new Direct marketing see,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Direct marketing is in survey,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign in refresh to task Direct marketing,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created hot task Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created novel Direct marketing project,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
survey task Direct marketing,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Direct marketing task in progression,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Direct marketing at chance,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
throw Direct marketing on schedule,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing task is in survey,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Direct marketing on docket,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
start on Direct marketing job,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
problem with Direct marketing labor,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
task Direct marketing in refresh,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
in review Direct marketing project,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
project Direct marketing is in review,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
on mark Direct marketing project,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Direct marketing was good,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
delegate Direct marketing in review,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
task Direct marketing is over,Task,Direct marketing,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
plan Direct marketing on track,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign on target to Direct marketing see,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign peril to project Direct marketing,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign project Direct marketing at chance,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign project Direct marketing on mark,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
create new see called Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign at jeopardy to Direct marketing,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
problem with Direct marketing see,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
project Direct marketing on place,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Direct marketing thorough,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
start on Direct marketing tax,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
attribute blocked to Direct marketing task,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
create new project known as Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign Direct marketing task in follow-up,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created new design Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign Direct marketing in recap,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
design Direct marketing completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
chance Direct marketing project,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Direct marketing design danger,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
assign in advance to Direct marketing task,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
go on Direct marketing task,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Direct marketing see is completed,Project,Direct marketing,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Direct marketing on dog,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
start job Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Direct marketing task is closed,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign Direct marketing at risk,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",assign
assign blocked to Direct marketing job,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign on mark to Direct marketing project,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Direct marketing on point,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Direct marketing chore in review,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign at risk to Direct marketing plan,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
created task named Direct marketing,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
create Direct marketing tax,Task,Direct marketing,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Direct marketing cast at risk,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
project Direct marketing is on place,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
on target Direct marketing,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",on target
Direct marketing project blocked,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
assign project Direct marketing at peril,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
create novel project called Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
in progression Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Direct marketing is peril,Project,Direct marketing,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
new throw Direct marketing,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Direct marketing blocked,Task,Direct marketing,Blocked,"[1,0]","[0,0,0,1,0]",blocked
Direct marketing cast on schedule,Project,Direct marketing,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Direct marketing hot project,Project,Direct marketing,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
assign at risk to Direct marketing cast,Project,Direct marketing,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
in build up Direct marketing,Task,Direct marketing,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Direct marketing task review,Task,Direct marketing,In Review,"[1,0]","[0,0,1,0,0]",review
task Market research was sound,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
started Market research labor,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
trouble with Market research task,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Market research project thorough,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
start chore Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research project in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Market research in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",in review
project Market research is stake on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
project Market research at hazard,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
started tax Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create throw called Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
task Market research in follow-up,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Market research design complete,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
assign in review to tax Market research,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Market research project is on objective,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
assign Market research project on place,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research back on cover,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research is at jeopardy,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
task Market research refresh,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
starting on chore Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
designate danger to project Market research,Project,Market research,Danger,"[0,1]","[0,0,0,1,0]",SYNREPLACED
ascribe on target to task Market research,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
out of use Market research task,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
project Market research is consummated,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Market research cast is on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
delegate Market research task in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
Market research job was complete,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
assign cast Market research at risk,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
Market research task follow-up,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign Market research at adventure,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
delegate in progress to Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research out of use,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
create throw Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
designate Market research at risk,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
in review tax Market research,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
assign complete status to Market research,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created new Market research plan,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Market research task was complete,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",completed
Market research task thorough,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
job Market research was completed,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
created new project titled Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Market research is completed,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",completed
refresh Market research task,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
offset task Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
created Market research chore,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
created green project Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
Market research task in recap,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
created new Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",created
Market research throw back on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
create new design called Market research,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
create chore called Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
task Market research is completed,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",completed
ascribe in progress to Market research task,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create Market research design,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
ascribe Market research in review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
start on project Market research,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
opening on Market research task,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research project accomplished,Project,Market research,Completed,"[0,1]","[0,0,0,0,1]",SYNREPLACED
Market research project is game on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
create novel task Market research,Task,Market research,To Do,"[1,0]","[1,0,0,0,0]",SYNREPLACED
Market research project back on track,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",on track
put in review to Market research,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
in advancement Market research task,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
Market research was accomplished,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
ascribe completed status to Market research,Task,Market research,Completed,"[1,0]","[0,0,0,0,1]",SYNREPLACED
Market research jeopardy,Project,Market research,At Risk,"[0,1]","[0,0,1,0,0]",SYNREPLACED
assign obstructed to Market research,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
Market research tax in progress,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
task Market research is in build up,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
create new Market research cast,Project,Market research,Create,"[0,1]","[1,0,0,0,0]",SYNREPLACED
closed Market research,Task,Market research,Blocked,"[1,0]","[0,0,0,1,0]",SYNREPLACED
starting on Market research job,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
project Market research is back on cover,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
task Market research in advancement,Task,Market research,In Progress,"[1,0]","[0,1,0,0,0]",SYNREPLACED
assign on mark to task Market research,Project,Market research,On Target,"[0,1]","[0,1,0,0,0]",SYNREPLACED
Market research tax review,Task,Market research,In Review,"[1,0]","[0,0,1,0,0]",SYNREPLACED
